v0,N,dpsi_deg,vstar
-400,24,168,393.0
-400,24,170,390.7
-400,24,172,391.6
-400,24,174,391.6
-400,24,176,392.7
-400,24,178,387.1
-400,24,180,387.2
-400,26,0,428.3
-400,26,2,428.3
-400,26,4,427.2
-400,26,6,427.2
-400,26,8,428.3
-400,26,10,428.3
-400,26,12,427.2
-400,26,14,427.2
-400,26,16,428.3
-400,26,18,428.3
-400,26,20,427.2
-400,26,22,427.2
-400,26,24,428.3
-400,26,26,428.3
-400,26,28,427.2
-400,26,30,427.2
-400,26,32,428.3
-400,26,34,428.3
-400,26,36,427.2
-400,26,38,427.2
-400,26,40,428.3
-400,26,42,428.3
-400,26,44,424.0
-400,26,46,427.2
-400,26,48,423.0
-400,26,50,428.3
-400,26,52,424.0
-400,26,54,427.2
-400,26,56,423.0
-400,26,58,428.3
-400,26,60,424.0
-400,26,62,427.2
-400,26,64,423.0
-400,26,66,428.3
-400,26,68,424.0
-400,26,70,427.2
-400,26,72,423.0
-400,26,74,428.3
-400,26,76,423.8
-400,26,78,419.8
-400,26,80,420.6
-400,26,82,418.8
-400,26,84,428.3
-400,26,86,419.6
-400,26,88,427.2
-400,26,90,418.5
-400,26,92,428.3
-400,26,94,417.4
-400,26,96,427.2
-400,26,98,418.3
-400,26,100,428.3
-400,26,102,419.4
-400,26,104,427.2
-400,26,106,418.3
-400,26,108,428.3
-400,26,110,419.4
-400,26,112,415.6
-400,26,114,418.0
-400,26,116,414.5
-400,26,118,424.0
-400,26,120,415.2
-400,26,122,418.0
-400,26,124,414.1
-400,26,126,418.9
-400,26,128,415.2
-400,26,130,411.5
-400,26,132,414.1
-400,26,134,410.1
-400,26,136,410.3
-400,26,138,411.2
-400,26,140,409.1
-400,26,142,410.1
-400,26,144,410.0
-400,26,146,411.0
-400,26,148,407.4
-400,26,150,405.0
-400,26,152,401.6
-400,26,154,406.1
-400,26,156,407.0
-400,26,158,400.2
-400,26,160,401.1
-400,26,162,402.2
-400,26,164,402.2
-400,26,166,396.4
-400,26,168,396.3
-400,26,170,397.3
-400,26,172,397.4
-400,26,174,398.4
-400,26,176,399.3
-400,26,178,393.8
-400,26,180,393.9
-400,28,0,430.3
-400,28,2,430.3
-400,28,4,429.3
-400,28,6,430.3
-400,28,8,430.3
-400,28,10,430.3
-400,28,12,429.3
-400,28,14,429.3
-400,28,16,430.3
-400,28,18,430.3
-400,28,20,429.3
-400,28,22,429.3
-400,28,24,430.3
-400,28,26,430.3
-400,28,28,429.3
-400,28,30,429.3
-400,28,32,430.3
-400,28,34,430.3
-400,28,36,429.3
-400,28,38,429.3
-400,28,40,430.3
-400,28,42,430.3
-400,28,44,429.3
-400,28,46,429.3
-400,28,48,430.3
-400,28,50,430.3
-400,28,52,426.1
-400,28,54,429.3
-400,28,56,425.1
-400,28,58,430.3
-400,28,60,426.1
-400,28,62,429.3
-400,28,64,425.1
-400,28,66,430.3
-400,28,68,426.1
-400,28,70,429.3
-400,28,72,425.1
-400,28,74,430.3
-400,28,76,430.3
-400,28,78,429.3
-400,28,80,429.3
-400,28,82,430.3
-400,28,84,430.3
-400,28,86,422.0
-400,28,88,429.3
-400,28,90,420.9
-400,28,92,430.3
-400,28,94,421.5
-400,28,96,429.3
-400,28,98,420.4
-400,28,100,430.3
-400,28,102,421.5
-400,28,104,429.3
-400,28,106,420.4
-400,28,108,430.3
-400,28,110,421.3
-400,28,112,429.3
-400,28,114,425.1
-400,28,116,430.3
-400,28,118,426.1
-400,28,120,417.3
-400,28,122,425.1
-400,28,124,416.3
-400,28,126,426.1
-400,28,128,417.3
-400,28,130,420.0
-400,28,132,414.1
-400,28,134,421.0
-400,28,136,412.4
-400,28,138,413.4
-400,28,140,411.4
-400,28,142,412.3
-400,28,144,412.0
-400,28,146,413.2
-400,28,148,411.0
-400,28,150,412.1
-400,28,152,412.0
-400,28,154,413.1
-400,28,156,409.2
-400,28,158,407.0
-400,28,160,408.1
-400,28,162,408.0
-400,28,164,409.2
-400,28,166,402.1
-400,28,168,403.1
-400,28,170,403.0
-400,28,172,404.2
-400,28,174,405.1
-400,28,176,401.5
-400,28,178,400.6
-400,28,180,400.4
-400,30,0,432.4
-400,30,2,432.4
-400,30,4,431.4
-400,30,6,432.4
-400,30,8,432.4
-400,30,10,432.4
-400,30,12,431.4
-400,30,14,432.4
-400,30,16,432.4
-400,30,18,432.4
-400,30,20,431.4
-400,30,22,431.4
-400,30,24,432.4
-400,30,26,432.4
-400,30,28,431.4
-400,30,30,431.4
-400,30,32,432.4
-400,30,34,432.4
-400,30,36,431.4
-400,30,38,431.4
-400,30,40,432.4
-400,30,42,432.4
-400,30,44,431.4
-400,30,46,431.4
-400,30,48,432.4
-400,30,50,432.4
-400,30,52,431.4
-400,30,54,431.4
-400,30,56,432.4
-400,30,58,432.4
-400,30,60,428.3
-400,30,62,431.4
-400,30,64,427.2
-400,30,66,432.4
-400,30,68,432.4
-400,30,70,431.4
-400,30,72,431.4
-400,30,74,432.4
-400,30,76,432.4
-400,30,78,431.4
-400,30,80,431.4
-400,30,82,432.4
-400,30,84,432.4
-400,30,86,431.4
-400,30,88,431.4
-400,30,90,432.4
-400,30,92,432.4
-400,30,94,424.1
-400,30,96,431.4
-400,30,98,423.0
-400,30,100,432.4
-400,30,102,423.6
-400,30,104,431.4
-400,30,106,422.6
-400,30,108,432.4
-400,30,110,428.3
-400,30,112,431.4
-400,30,114,427.2
-400,30,116,432.4
-400,30,118,428.3
-400,30,120,431.4
-400,30,122,427.2
-400,30,124,432.4
-400,30,126,428.3
-400,30,128,419.5
-400,30,130,427.2
-400,30,132,414.1
-400,30,134,428.3
-400,30,136,424.1
-400,30,138,422.1
-400,30,140,423.0
-400,30,142,423.2
-400,30,144,424.1
-400,30,146,417.1
-400,30,148,417.9
-400,30,150,414.2
-400,30,152,419.0
-400,30,154,420.0
-400,30,156,412.9
-400,30,158,414.0
-400,30,160,414.0
-400,30,162,415.1
-400,30,164,411.2
-400,30,166,409.1
-400,30,168,410.1
-400,30,170,409.9
-400,30,172,411.0
-400,30,174,407.4
-400,30,176,405.0
-400,30,178,407.4
-400,30,180,406.4
-400,32,0,434.5
-400,32,2,434.5
-400,32,4,433.5
-400,32,6,434.5
-400,32,8,434.5
-400,32,10,434.5
-400,32,12,433.5
-400,32,14,434.5
-400,32,16,434.5
-400,32,18,434.5
-400,32,20,433.5
-400,32,22,434.5
-400,32,24,434.5
-400,32,26,434.5
-400,32,28,433.5
-400,32,30,433.5
-400,32,32,434.5
-400,32,34,434.5
-400,32,36,433.5
-400,32,38,433.5
-400,32,40,434.5
-400,32,42,434.5
-400,32,44,433.5
-400,32,46,433.5
-400,32,48,434.5
-400,32,50,434.5
-400,32,52,434.5
-400,32,54,433.5
-400,32,56,434.5
-400,32,58,434.5
-400,32,60,434.5
-400,32,62,433.5
-400,32,64,434.5
-400,32,66,434.5
-400,32,68,434.5
-400,32,70,433.5
-400,32,72,433.5
-400,32,74,434.5
-400,32,76,434.5
-400,32,78,433.5
-400,32,80,433.5
-400,32,82,434.5
-400,32,84,434.5
-400,32,86,433.5
-400,32,88,433.5
-400,32,90,434.5
-400,32,92,434.5
-400,32,94,433.5
-400,32,96,433.5
-400,32,98,429.7
-400,32,100,434.5
-400,32,102,426.2
-400,32,104,433.5
-400,32,106,429.3
-400,32,108,434.5
-400,32,110,430.3
-400,32,112,433.5
-400,32,114,429.3
-400,32,116,434.5
-400,32,118,430.3
-400,32,120,433.5
-400,32,122,429.3
-400,32,124,434.5
-400,32,126,430.3
-400,32,128,433.5
-400,32,130,429.3
-400,32,132,434.5
-400,32,134,430.3
-400,32,136,426.2
-400,32,138,429.3
-400,32,140,425.2
-400,32,142,430.3
-400,32,144,426.2
-400,32,146,424.2
-400,32,148,425.2
-400,32,150,425.2
-400,32,152,426.2
-400,32,154,422.1
-400,32,156,420.1
-400,32,158,421.0
-400,32,160,421.1
-400,32,162,422.1
-400,32,164,415.1
-400,32,166,416.1
-400,32,168,417.0
-400,32,170,416.9
-400,32,172,418.0
-400,32,174,411.0
-400,32,176,412.1
-400,32,178,412.1
-400,32,180,413.4
-400,34,0,436.6
-400,34,2,436.6
-400,34,4,435.5
-400,34,6,436.6
-400,34,8,436.6
-400,34,10,436.6
-400,34,12,435.5
-400,34,14,436.6
-400,34,16,436.6
-400,34,18,436.6
-400,34,20,435.5
-400,34,22,436.6
-400,34,24,436.6
-400,34,26,436.6
-400,34,28,435.5
-400,34,30,436.6
-400,34,32,436.6
-400,34,34,436.6
-400,34,36,436.6
-400,34,38,435.5
-400,34,40,436.6
-400,34,42,436.6
-400,34,44,436.6
-400,34,46,435.5
-400,34,48,436.6
-400,34,50,436.6
-400,34,52,436.6
-400,34,54,435.5
-400,34,56,436.6
-400,34,58,436.6
-400,34,60,436.6
-400,34,62,435.5
-400,34,64,436.6
-400,34,66,436.6
-400,34,68,436.6
-400,34,70,435.5
-400,34,72,436.6
-400,34,74,436.6
-400,34,76,436.6
-400,34,78,435.5
-400,34,80,435.5
-400,34,82,436.6
-400,34,84,436.6
-400,34,86,435.5
-400,34,88,435.5
-400,34,90,436.6
-400,34,92,436.6
-400,34,94,435.5
-400,34,96,435.5
-400,34,98,431.8
-400,34,100,436.6
-400,34,102,432.4
-400,34,104,435.5
-400,34,106,431.8
-400,34,108,436.6
-400,34,110,435.5
-400,34,112,435.5
-400,34,114,436.6
-400,34,116,436.6
-400,34,118,432.4
-400,34,120,435.5
-400,34,122,431.4
-400,34,124,436.6
-400,34,126,432.4
-400,34,128,435.5
-400,34,130,431.4
-400,34,132,436.6
-400,34,134,432.4
-400,34,136,435.5
-400,34,138,431.4
-400,34,140,436.6
-400,34,142,432.4
-400,34,144,428.3
-400,34,146,431.4
-400,34,148,427.3
-400,34,150,432.4
-400,34,152,428.3
-400,34,154,426.2
-400,34,156,427.3
-400,34,158,427.3
-400,34,160,428.3
-400,34,162,424.2
-400,34,164,422.2
-400,34,166,423.2
-400,34,168,423.0
-400,34,170,424.2
-400,34,172,420.2
-400,34,174,418.0
-400,34,176,419.1
-400,34,178,419.1
-400,34,180,420.2
-400,36,0,438.6
-400,36,2,438.6
-400,36,4,437.6
-400,36,6,438.6
-400,36,8,438.6
-400,36,10,438.6
-400,36,12,437.6
-400,36,14,438.6
-400,36,16,438.6
-400,36,18,438.6
-400,36,20,438.6
-400,36,22,438.6
-400,36,24,438.6
-400,36,26,438.6
-400,36,28,438.6
-400,36,30,438.6
-400,36,32,438.6
-400,36,34,438.6
-400,36,36,438.6
-400,36,38,438.6
-400,36,40,438.6
-400,36,42,438.6
-400,36,44,438.6
-400,36,46,438.6
-400,36,48,438.6
-400,36,50,438.6
-400,36,52,438.6
-400,36,54,437.6
-400,36,56,438.6
-400,36,58,438.6
-400,36,60,438.6
-400,36,62,437.6
-400,36,64,438.6
-400,36,66,438.6
-400,36,68,438.6
-400,36,70,437.6
-400,36,72,438.6
-400,36,74,438.6
-400,36,76,438.6
-400,36,78,437.6
-400,36,80,437.6
-400,36,82,438.6
-400,36,84,438.6
-400,36,86,437.6
-400,36,88,437.6
-400,36,90,438.6
-400,36,92,438.6
-400,36,94,437.6
-400,36,96,437.6
-400,36,98,438.6
-400,36,100,438.6
-400,36,102,434.5
-400,36,104,437.6
-400,36,106,433.7
-400,36,108,436.6
-400,36,110,437.6
-400,36,112,437.6
-400,36,114,438.6
-400,36,116,438.6
-400,36,118,437.6
-400,36,120,437.6
-400,36,122,438.6
-400,36,124,438.6
-400,36,126,434.5
-400,36,128,437.6
-400,36,130,433.5
-400,36,132,438.6
-400,36,134,434.5
-400,36,136,437.6
-400,36,138,433.5
-400,36,140,438.6
-400,36,142,434.5
-400,36,144,437.6
-400,36,146,433.5
-400,36,148,433.7
-400,36,150,434.5
-400,36,152,430.4
-400,36,154,433.5
-400,36,156,429.4
-400,36,158,434.5
-400,36,160,430.4
-400,36,162,428.3
-400,36,164,429.4
-400,36,166,429.4
-400,36,168,430.4
-400,36,170,426.4
-400,36,172,424.1
-400,36,174,425.3
-400,36,176,425.2
-400,36,178,426.4
-400,36,180,422.3
-400,38,0,440.7
-400,38,2,440.7
-400,38,4,440.7
-400,38,6,440.7
-400,38,8,440.7
-400,38,10,440.7
-400,38,12,440.7
-400,38,14,440.7
-400,38,16,440.7
-400,38,18,440.7
-400,38,20,440.7
-400,38,22,440.7
-400,38,24,440.7
-400,38,26,440.7
-400,38,28,440.7
-400,38,30,440.7
-400,38,32,440.7
-400,38,34,440.7
-400,38,36,440.7
-400,38,38,440.7
-400,38,40,440.7
-400,38,42,440.7
-400,38,44,440.7
-400,38,46,440.7
-400,38,48,440.7
-400,38,50,440.7
-400,38,52,440.7
-400,38,54,440.7
-400,38,56,440.7
-400,38,58,440.7
-400,38,60,440.7
-400,38,62,439.7
-400,38,64,440.7
-400,38,66,440.7
-400,38,68,440.7
-400,38,70,439.7
-400,38,72,440.7
-400,38,74,440.7
-400,38,76,440.7
-400,38,78,439.7
-400,38,80,440.7
-400,38,82,440.7
-400,38,84,440.7
-400,38,86,439.7
-400,38,88,439.7
-400,38,90,440.7
-400,38,92,440.7
-400,38,94,439.7
-400,38,96,439.7
-400,38,98,440.7
-400,38,100,440.7
-400,38,102,439.7
-400,38,104,439.7
-400,38,106,440.7
-400,38,108,440.7
-400,38,110,439.7
-400,38,112,439.7
-400,38,114,440.7
-400,38,116,438.6
-400,38,118,439.7
-400,38,120,439.7
-400,38,122,440.7
-400,38,124,440.7
-400,38,126,439.7
-400,38,128,439.7
-400,38,130,440.7
-400,38,132,440.7
-400,38,134,436.6
-400,38,136,439.7
-400,38,138,435.5
-400,38,140,440.7
-400,38,142,436.6
-400,38,144,439.7
-400,38,146,435.5
-400,38,148,435.8
-400,38,150,436.6
-400,38,152,434.7
-400,38,154,435.5
-400,38,156,431.5
-400,38,158,436.6
-400,38,160,432.5
-400,38,162,435.5
-400,38,164,435.7
-400,38,166,436.6
-400,38,168,432.5
-400,38,170,430.4
-400,38,172,431.5
-400,38,174,431.5
-400,38,176,432.5
-400,38,178,428.5
-400,38,180,426.6
-400,40,0,442.7
-400,40,2,442.7
-400,40,4,442.7
-400,40,6,442.7
-400,40,8,442.7
-400,40,10,442.7
-400,40,12,442.7
-400,40,14,442.7
-400,40,16,442.7
-400,40,18,442.7
-400,40,20,442.7
-400,40,22,442.7
-400,40,24,442.7
-400,40,26,442.7
-400,40,28,442.7
-400,40,30,442.7
-400,40,32,442.7
-400,40,34,442.7
-400,40,36,442.7
-400,40,38,442.7
-400,40,40,442.7
-400,40,42,442.7
-400,40,44,442.7
-400,40,46,442.7
-400,40,48,442.7
-400,40,50,442.7
-400,40,52,442.7
-400,40,54,442.7
-400,40,56,442.7
-400,40,58,442.7
-400,40,60,442.7
-400,40,62,442.7
-400,40,64,442.7
-400,40,66,442.7
-400,40,68,442.7
-400,40,70,442.7
-400,40,72,442.7
-400,40,74,442.7
-400,40,76,442.7
-400,40,78,441.7
-400,40,80,442.7
-400,40,82,442.7
-400,40,84,442.7
-400,40,86,441.7
-400,40,88,442.7
-400,40,90,442.7
-400,40,92,442.7
-400,40,94,441.7
-400,40,96,441.7
-400,40,98,442.7
-400,40,100,442.7
-400,40,102,441.7
-400,40,104,441.7
-400,40,106,442.7
-400,40,108,442.7
-400,40,110,441.7
-400,40,112,442.7
-400,40,114,442.7
-400,40,116,442.7
-400,40,118,441.7
-400,40,120,441.7
-400,40,122,442.7
-400,40,124,442.7
-400,40,126,441.7
-400,40,128,441.7
-400,40,130,442.7
-400,40,132,442.7
-400,40,134,438.6
-400,40,136,441.7
-400,40,138,437.8
-400,40,140,442.7
-400,40,142,438.6
-400,40,144,441.7
-400,40,146,442.7
-400,40,148,437.8
-400,40,150,438.6
-400,40,152,436.8
-400,40,154,437.6
-400,40,156,433.5
-400,40,158,438.6
-400,40,160,434.6
-400,40,162,437.6
-400,40,164,437.8
-400,40,166,438.6
-400,40,168,436.8
-400,40,170,432.5
-400,40,172,437.8
-400,40,174,433.5
-400,40,176,434.6
-400,40,178,433.8
-400,40,180,433.5
-400,42,0,444.7
-400,42,2,444.7
-400,42,4,444.7
-400,42,6,444.7
-400,42,8,444.7
-400,42,10,444.7
-400,42,12,444.7
-400,42,14,444.7
-400,42,16,444.7
-400,42,18,444.7
-400,42,20,444.7
-400,42,22,444.7
-400,42,24,444.7
-400,42,26,444.7
-400,42,28,444.7
-400,42,30,444.7
-400,42,32,444.7
-400,42,34,444.7
-400,42,36,444.7
-400,42,38,444.7
-400,42,40,444.7
-400,42,42,444.7
-400,42,44,444.7
-400,42,46,444.7
-400,42,48,444.7
-400,42,50,444.7
-400,42,52,444.7
-400,42,54,444.7
-400,42,56,444.7
-400,42,58,444.7
-400,42,60,444.7
-400,42,62,444.7
-400,42,64,444.7
-400,42,66,444.7
-400,42,68,444.7
-400,42,70,444.7
-400,42,72,444.7
-400,42,74,444.7
-400,42,76,444.7
-400,42,78,444.7
-400,42,80,444.7
-400,42,82,444.7
-400,42,84,444.7
-400,42,86,444.7
-400,42,88,444.7
-400,42,90,444.7
-400,42,92,444.7
-400,42,94,443.7
-400,42,96,444.7
-400,42,98,444.7
-400,42,100,444.7
-400,42,102,443.7
-400,42,104,444.7
-400,42,106,444.7
-400,42,108,444.7
-400,42,110,443.7
-400,42,112,444.7
-400,42,114,444.7
-400,42,116,444.7
-400,42,118,443.7
-400,42,120,444.7
-400,42,122,444.7
-400,42,124,444.7
-400,42,126,443.7
-400,42,128,443.7
-400,42,130,444.7
-400,42,132,444.7
-400,42,134,443.7
-400,42,136,443.7
-400,42,138,439.8
-400,42,140,444.7
-400,42,142,440.7
-400,42,144,443.7
-400,42,146,444.7
-400,42,148,444.7
-400,42,150,443.7
-400,42,152,438.9
-400,42,154,444.7
-400,42,156,439.9
-400,42,158,440.7
-400,42,160,434.6
-400,42,162,439.7
-400,42,164,437.8
-400,42,166,440.7
-400,42,168,438.8
-400,42,170,435.9
-400,42,172,439.8
-400,42,174,435.6
-400,42,176,438.8
-400,42,178,435.9
-400,42,180,440.0
-400,44,0,446.8
-400,44,2,446.8
-400,44,4,446.8
-400,44,6,446.8
-400,44,8,446.8
-400,44,10,446.8
-400,44,12,446.8
-400,44,14,446.8
-400,44,16,446.8
-400,44,18,446.8
-400,44,20,446.8
-400,44,22,446.8
-400,44,24,446.8
-400,44,26,446.8
-400,44,28,446.8
-400,44,30,446.8
-400,44,32,446.8
-400,44,34,446.8
-400,44,36,446.8
-400,44,38,446.8
-400,44,40,446.8
-400,44,42,446.8
-400,44,44,446.8
-400,44,46,446.8
-400,44,48,446.8
-400,44,50,446.8
-400,44,52,446.8
-400,44,54,446.8
-400,44,56,446.8
-400,44,58,446.8
-400,44,60,446.8
-400,44,62,446.8
-400,44,64,446.8
-400,44,66,446.8
-400,44,68,446.8
-400,44,70,446.8
-400,44,72,446.8
-400,44,74,446.8
-400,44,76,446.8
-400,44,78,446.8
-400,44,80,446.8
-400,44,82,446.8
-400,44,84,446.8
-400,44,86,446.8
-400,44,88,446.8
-400,44,90,446.8
-400,44,92,446.8
-400,44,94,446.8
-400,44,96,446.8
-400,44,98,446.8
-400,44,100,446.8
-400,44,102,445.8
-400,44,104,446.8
-400,44,106,446.8
-400,44,108,446.8
-400,44,110,445.8
-400,44,112,446.8
-400,44,114,446.8
-400,44,116,446.8
-400,44,118,445.8
-400,44,120,446.8
-400,44,122,446.8
-400,44,124,446.8
-400,44,126,445.8
-400,44,128,446.8
-400,44,130,446.8
-400,44,132,446.8
-400,44,134,445.8
-400,44,136,446.8
-400,44,138,444.7
-400,44,140,446.8
-400,44,142,443.7
-400,44,144,445.8
-400,44,146,446.8
-400,44,148,446.8
-400,44,150,445.8
-400,44,152,440.9
-400,44,154,446.8
-400,44,156,439.9
-400,44,158,445.8
-400,44,160,436.8
-400,44,162,441.7
-400,44,164,437.8
-400,44,166,442.7
-400,44,168,440.9
-400,44,170,446.8
-400,44,172,442.4
-400,44,174,437.7
-400,44,176,438.8
-400,44,178,437.9
-400,44,180,442.5
-400,46,0,448.8
-400,46,2,448.8
-400,46,4,448.8
-400,46,6,448.8
-400,46,8,448.8
-400,46,10,448.8
-400,46,12,448.8
-400,46,14,448.8
-400,46,16,448.8
-400,46,18,448.8
-400,46,20,448.8
-400,46,22,448.8
-400,46,24,448.8
-400,46,26,448.8
-400,46,28,448.8
-400,46,30,448.8
-400,46,32,448.8
-400,46,34,448.8
-400,46,36,448.8
-400,46,38,448.8
-400,46,40,448.8
-400,46,42,448.8
-400,46,44,448.8
-400,46,46,448.8
-400,46,48,448.8
-400,46,50,448.8
-400,46,52,448.8
-400,46,54,448.8
-400,46,56,448.8
-400,46,58,448.8
-400,46,60,448.8
-400,46,62,448.8
-400,46,64,448.8
-400,46,66,448.8
-400,46,68,448.8
-400,46,70,448.8
-400,46,72,448.8
-400,46,74,448.8
-400,46,76,448.8
-400,46,78,448.8
-400,46,80,448.8
-400,46,82,448.8
-400,46,84,448.8
-400,46,86,448.8
-400,46,88,448.8
-400,46,90,448.8
-400,46,92,448.8
-400,46,94,448.8
-400,46,96,448.8
-400,46,98,448.8
-400,46,100,448.8
-400,46,102,447.8
-400,46,104,448.8
-400,46,106,448.8
-400,46,108,448.8
-400,46,110,448.8
-400,46,112,448.8
-400,46,114,448.8
-400,46,116,448.8
-400,46,118,447.8
-400,46,120,448.8
-400,46,122,448.8
-400,46,124,448.8
-400,46,126,447.8
-400,46,128,448.8
-400,46,130,448.8
-400,46,132,448.8
-400,46,134,447.8
-400,46,136,448.8
-400,46,138,448.8
-400,46,140,448.8
-400,46,142,447.8
-400,46,144,448.8
-400,46,146,446.8
-400,46,148,448.8
-400,46,150,447.8
-400,46,152,447.8
-400,46,154,448.8
-400,46,156,442.7
-400,46,158,447.8
-400,46,160,441.2
-400,46,162,443.7
-400,46,164,444.4
-400,46,166,444.7
-400,46,168,443.4
-400,46,170,448.8
-400,46,172,444.4
-400,46,174,448.8
-400,46,176,443.6
-400,46,178,448.8
-400,46,180,444.6
-400,48,0,450.8
-400,48,2,450.8
-400,48,4,450.8
-400,48,6,450.8
-400,48,8,450.8
-400,48,10,450.8
-400,48,12,450.8
-400,48,14,450.8
-400,48,16,450.8
-400,48,18,450.8
-400,48,20,450.8
-400,48,22,450.8
-400,48,24,450.8
-400,48,26,450.8
-400,48,28,450.8
-400,48,30,450.8
-400,48,32,450.8
-400,48,34,450.8
-400,48,36,450.8
-400,48,38,450.8
-400,48,40,450.8
-400,48,42,450.8
-400,48,44,450.8
-400,48,46,450.8
-400,48,48,450.8
-400,48,50,450.8
-400,48,52,450.8
-400,48,54,450.8
-400,48,56,450.8
-400,48,58,450.8
-400,48,60,450.8
-400,48,62,450.8
-400,48,64,450.8
-400,48,66,450.8
-400,48,68,450.8
-400,48,70,450.8
-400,48,72,450.8
-400,48,74,450.8
-400,48,76,450.8
-400,48,78,450.8
-400,48,80,450.8
-400,48,82,450.8
-400,48,84,450.8
-400,48,86,450.8
-400,48,88,450.8
-400,48,90,450.8
-400,48,92,450.8
-400,48,94,450.8
-400,48,96,450.8
-400,48,98,450.8
-400,48,100,450.8
-400,48,102,449.8
-400,48,104,450.8
-400,48,106,450.8
-400,48,108,450.8
-400,48,110,450.8
-400,48,112,450.8
-400,48,114,450.8
-400,48,116,450.8
-400,48,118,449.8
-400,48,120,450.8
-400,48,122,450.8
-400,48,124,450.8
-400,48,126,450.8
-400,48,128,450.8
-400,48,130,450.8
-400,48,132,450.8
-400,48,134,449.8
-400,48,136,450.8
-400,48,138,450.8
-400,48,140,450.8
-400,48,142,449.8
-400,48,144,450.8
-400,48,146,448.8
-400,48,148,450.8
-400,48,150,449.8
-400,48,152,449.8
-400,48,154,450.8
-400,48,156,450.8
-400,48,158,449.8
-400,48,160,450.8
-400,48,162,445.8
-400,48,164,446.4
-400,48,166,446.8
-400,48,168,445.4
-400,48,170,449.8
-400,48,172,446.4
-400,48,174,450.8
-400,48,176,445.6
-400,48,178,450.8
-400,48,180,446.6
-400,50,0,452.8
-400,50,2,452.8
-400,50,4,452.8
-400,50,6,452.8
-400,50,8,452.8
-400,50,10,452.8
-400,50,12,452.8
-400,50,14,452.8
-400,50,16,452.8
-400,50,18,452.8
-400,50,20,452.8
-400,50,22,452.8
-400,50,24,452.8
-400,50,26,452.8
-400,50,28,452.8
-400,50,30,452.8
-400,50,32,452.8
-400,50,34,452.8
-400,50,36,452.8
-400,50,38,452.8
-400,50,40,452.8
-400,50,42,452.8
-400,50,44,452.8
-400,50,46,452.8
-400,50,48,452.8
-400,50,50,452.8
-400,50,52,452.8
-400,50,54,452.8
-400,50,56,452.8
-400,50,58,452.8
-400,50,60,452.8
-400,50,62,452.8
-400,50,64,452.8
-400,50,66,452.8
-400,50,68,452.8
-400,50,70,452.8
-400,50,72,452.8
-400,50,74,452.8
-400,50,76,452.8
-400,50,78,452.8
-400,50,80,452.8
-400,50,82,452.8
-400,50,84,452.8
-400,50,86,452.8
-400,50,88,452.8
-400,50,90,452.8
-400,50,92,452.8
-400,50,94,452.8
-400,50,96,452.8
-400,50,98,452.8
-400,50,100,452.8
-400,50,102,452.8
-400,50,104,452.8
-400,50,106,452.8
-400,50,108,452.8
-400,50,110,452.8
-400,50,112,452.8
-400,50,114,452.8
-400,50,116,452.8
-400,50,118,452.8
-400,50,120,452.8
-400,50,122,452.8
-400,50,124,452.8
-400,50,126,452.8
-400,50,128,452.8
-400,50,130,452.8
-400,50,132,452.8
-400,50,134,451.8
-400,50,136,452.8
-400,50,138,452.8
-400,50,140,452.8
-400,50,142,451.8
-400,50,144,452.8
-400,50,146,452.8
-400,50,148,452.8
-400,50,150,451.8
-400,50,152,451.8
-400,50,154,452.8
-400,50,156,452.8
-400,50,158,451.8
-400,50,160,452.8
-400,50,162,450.8
-400,50,164,448.4
-400,50,166,449.8
-400,50,168,447.7
-400,50,170,451.8
-400,50,172,447.8
-400,50,174,452.8
-400,50,176,452.8
-400,50,178,452.8
-400,50,180,448.6
-400,52,0,454.8
-400,52,2,454.8
-400,52,4,454.8
-400,52,6,454.8
-400,52,8,454.8
-400,52,10,454.8
-400,52,12,454.8
-400,52,14,454.8
-400,52,16,454.8
-400,52,18,454.8
-400,52,20,454.8
-400,52,22,454.8
-400,52,24,454.8
-400,52,26,454.8
-400,52,28,454.8
-400,52,30,454.8
-400,52,32,454.8
-400,52,34,454.8
-400,52,36,454.8
-400,52,38,454.8
-400,52,40,454.8
-400,52,42,454.8
-400,52,44,454.8
-400,52,46,454.8
-400,52,48,454.8
-400,52,50,454.8
-400,52,52,454.8
-400,52,54,454.8
-400,52,56,454.8
-400,52,58,454.8
-400,52,60,454.8
-400,52,62,454.8
-400,52,64,454.8
-400,52,66,454.8
-400,52,68,454.8
-400,52,70,454.8
-400,52,72,454.8
-400,52,74,454.8
-400,52,76,454.8
-400,52,78,454.8
-400,52,80,454.8
-400,52,82,454.8
-400,52,84,454.8
-400,52,86,454.8
-400,52,88,454.8
-400,52,90,454.8
-400,52,92,454.8
-400,52,94,454.8
-400,52,96,454.8
-400,52,98,454.8
-400,52,100,454.8
-400,52,102,454.8
-400,52,104,454.8
-400,52,106,454.8
-400,52,108,454.8
-400,52,110,454.8
-400,52,112,454.8
-400,52,114,454.8
-400,52,116,454.8
-400,52,118,454.8
-400,52,120,454.8
-400,52,122,454.8
-400,52,124,454.8
-400,52,126,454.8
-400,52,128,454.8
-400,52,130,454.8
-400,52,132,454.8
-400,52,134,454.8
-400,52,136,454.8
-400,52,138,454.8
-400,52,140,454.8
-400,52,142,453.8
-400,52,144,454.8
-400,52,146,454.8
-400,52,148,454.8
-400,52,150,453.8
-400,52,152,453.8
-400,52,154,454.8
-400,52,156,454.8
-400,52,158,454.8
-400,52,160,454.8
